record_time,rg_1_1_2,rn,ta,vpd,swc,ts,rh,pm2_5
2021/8/22 6:00,2.65476,-2.46844,21.295,497.019,0.254859,20.5,79.8659,22
2021/8/22 7:00,6.37444,6.78182,21.138,545.7269299,0.254698,20.5,77.89445607,26
2021/8/22 8:00,39.0572,35.163,21.875,562.2626816,0.254556,20.5,77.73421003,19
2021/8/22 9:00,58.8086,50.6888,21.721,271.28,0.254495,20.5,89.4787,21
2021/8/22 10:00,167.702,158.379,22.364,305.465,0.254285,20.56,88.654,
2021/8/22 11:00,378.789,360.847,23.83,501.942,0.254011,20.693,83.3082,
2021/8/22 12:00,463.636,432.036,25.975,779.32,0.253569,20.927,77.4032,
2021/8/22 13:00,409.397,370.607,26.504,855.397,0.253087,21.26,76.0054,12
2021/8/22 14:00,524.57,488.104,27.312,1013.59,0.252765,21.587,73.2007,14
2021/8/22 15:00,439.342,391.484,27.646,969.765,0.252079,21.86,74.3451,23
2021/8/22 16:00,352.281,290.324,27.58,930.717,0.251678,22.093,75.0917,
2021/8/22 17:00,176.002,124.317,27.295,761.984,0.251109,22.26,78.7595,22
2021/8/22 18:00,45.4369,15.9775,26.533,508.61,0.25101,22.397,84.9752,18
2021/8/22 19:00,5.40351,-4.72209,26.017,414.309,0.250647,22.4,87.4004,
2021/8/22 20:00,1.01751,-14.4671,25.662,339.093,0.250527,22.4,89.4184,
2021/8/22 21:00,0.967194,-12.264,25.209,227.449,0.250388,22.4,92.6777,
2021/8/22 22:00,0.979836,-18.8672,25.386,283.709,0.25018,22.4,90.8967,50
2021/8/22 23:00,0.972908,-15.7209,25.559,564.7591048,0.250104,22.4,77.08929423,48
2021/8/23 0:00,0.978163,-43.1309,25.15,270.91,0.250032,22.3,91.0672,57
2021/8/23 1:00,0.947275,-25.9043,24.567,248.398,0.249886,22.3,91.6706,
2021/8/23 2:00,0.962058,-6.65423,23.03,832.887,0.249794,22.24,69.2845,46
2021/8/23 3:00,0.973332,-4.68448,23.339,857.176,0.249662,22.04,68.9313,
2021/8/23 4:00,0.962092,-12.07,22.94,598.78,0.249508,21.9,77.929,
2021/8/23 5:00,0.977936,-4.59546,23.291,734.111,0.2493,21.8,73.6765,47
2021/8/23 6:00,1.91764,-3.80187,22.472,511.883,0.249209,21.707,80.5989,50
2021/8/23 7:00,13.2736,13.3435,22.32,353.498,0.24914,21.7,86.2031,43
2021/8/23 8:00,103.39,96.7633,23.051,763.49,0.248992,21.54,72.6277,
2021/8/23 9:00,302.576,288.98,23.066,645.794,0.248694,21.5,77.21,39
2021/8/23 10:00,503.122,470.66,24.174,793.994,0.248298,21.593,74.5182,40
2021/8/23 11:00,688.719,637.494,26.396,1030,0.247824,21.76,71.0536,
2021/8/23 12:00,533.439,465.371,27.021,1112.48,0.247119,22.02,69.7482,20
2021/8/23 13:00,436.641,361.084,27.51,1178.74,0.246518,22.26,68.291,
2021/8/23 14:00,419.733,338.286,28.241,1416.75,0.245611,22.493,63.3843,
2021/8/23 15:00,403.818,346,28.38,1359.69,0.244792,22.66,65.4144,14
2021/8/23 16:00,158.601,120.25,27.772,1292.24,0.244089,22.76,64.9554,17
2021/8/23 17:00,277.222,208.509,27.8,1431.09,0.243512,22.8,61.4665,15
2021/8/23 18:00,65.5933,8.99414,26.674,1091.55,0.242809,22.8,67.471,17
2021/8/23 19:00,11.6333,-32.0802,25.906,968.867,0.242559,22.7,69.5652,
2021/8/23 20:00,0.975838,-36.3517,24.993,725.783,0.242327,22.6,75.7714,23
2021/8/23 21:00,0.96959,-18.0879,24.56,642.959,0.242193,22.5,78.384,33
2021/8/23 22:00,0.960017,-6.96769,22.691,587.9149296,0.242166,22.4,76.23624459,
2021/8/23 23:00,0.964642,-1.59772,17.782,589.2727131,0.333331,21.727,76.19497006,28
2021/8/24 0:00,0.945029,-6.68418,17.93,591.166885,0.312611,21.24,76.12849427,
2021/8/24 1:00,0.950311,-7.0964,18.013,592.8283691,0.310947,20.94,76.07402134,17
2021/8/24 2:00,0.949513,-9.25655,17.614,593.2099997,0.300133,20.74,76.0669,
2021/8/24 3:00,0.94281,-35.9387,17.41,593.9878022,0.293894,20.54,76.04305637,11
2021/8/24 4:00,0.93428,-67.5086,17.339,595.0509869,0.289628,20.34,76.00801274,10
2021/8/24 5:00,0.991802,-68.4994,17.593,76.3805,0.286523,20.14,95.8885,16
2021/8/24 6:00,11.039,-59.9519,17.545,172.681,0.284414,19.973,90.7184,21
2021/8/24 7:00,158.871,97.0729,18.454,366.247,0.282603,19.84,82.3646,
2021/8/24 8:00,360.921,286.955,19.772,602.441,0.281165,19.8,74.0685,27
2021/8/24 9:00,539.229,464.695,20.571,754.334,0.279794,19.8,68.9279,33
2021/8/24 10:00,707.27,624.296,21.597,954.949,0.27859,19.9,64.0387,27
2021/8/24 11:00,799.753,719.522,22.629,1070.33,0.277084,20.06,61.9016,27
2021/8/24 12:00,925.416,816.968,23.432,1185.59,0.275847,20.26,59.8585,26
2021/8/24 13:00,850.794,747.048,24.566,1333.04,0.274436,20.427,57.6681,22
2021/8/24 14:00,419.116,354.264,25.645,1582.91,0.273262,20.66,51.9576,
2021/8/24 15:00,687.436,539.047,26.215,2098.73,0.272128,20.827,37.7704,
2021/8/24 16:00,536.151,391.277,26.442,2084.66,0.271111,20.8,38.8858,
2021/8/24 17:00,350.403,218.774,26.357,2105.76,0.270196,20.74,38.6517,22
2021/8/24 18:00,45.1624,-51.0891,25.676,1807.34,0.26959,20.64,40.062,14
2021/8/24 19:00,11.917,-77.8463,25.003,1910.34,0.269038,20.507,33.6151,
2021/8/24 20:00,0.990043,-89.7351,24.655,1890.72,0.268616,20.34,32.5844,7
2021/8/24 21:00,0.962779,-83.5998,22.3,1359.4,0.268406,20.14,44.3011,8
2021/8/24 22:00,0.974308,-85.8744,22.298,1453.46,0.268141,19.94,40.4877,
2021/8/24 23:00,0.943828,-80.1798,20.727,1154.54,0.267842,19.8,47.8215,14
2021/8/25 0:00,0.984156,-68.1776,21.514,1354.28,0.267535,19.607,42.1525,
2021/8/25 1:00,0.952038,-48.2829,18.202,735.69,0.267416,19.5,62.2555,7
2021/8/25 2:00,0.959423,-45.6599,19.227,948.438,0.267176,19.34,54.2998,
2021/8/25 3:00,0.948324,-26.5521,18.789,879.849,0.266721,19.2,56.9102,7
2021/8/25 4:00,0.956398,-27.3476,18.769,856.593,0.266568,19.073,57.8169,6
2021/8/25 5:00,0.974469,-36.3251,17.058,597.2,0.266269,18.907,67.7152,
2021/8/25 6:00,11.1254,-40.315,16.969,584.753,0.266161,18.773,67.9743,
2021/8/25 7:00,166.909,120.945,18.127,754.94,0.265713,18.607,62.8484,3
2021/8/25 8:00,315.007,244.427,18.661,831,0.265276,18.6,61.1336,4
2021/8/25 9:00,400.879,340.97,19.222,961.555,0.264629,18.693,56.9712,4
2021/8/25 10:00,616.087,523.242,20.593,1190.56,0.264148,18.727,52.1835,4
2021/8/25 11:00,881.579,785.243,21.425,1274.42,0.263347,18.893,51.5608,
2021/8/25 12:00,575.448,513.887,22.693,1373.92,0.262408,19.06,51.6195,6
2021/8/25 13:00,768.102,651.425,22.551,1280.9,0.261729,19.227,54.0988,
2021/8/25 14:00,685.212,562.971,24.272,1545.23,0.260937,19.46,49.8289,6
2021/8/25 15:00,394.619,294.539,23.742,1352.03,0.260146,19.66,53.3638,9
2021/8/25 16:00,586.933,465.736,24.495,1565.18,0.259439,19.7,49.722,11
2021/8/25 17:00,299.058,210.158,24.122,1392.65,0.258864,19.8,53.7179,
2021/8/25 18:00,55.8844,-19.6622,23.084,1014.64,0.258389,19.8,61.6141,6.907
2021/8/25 19:00,10.1936,-51.8487,22.337,945.212,0.258093,19.8,62.4191,6.022
2021/8/25 20:00,0.959869,-61.3329,21.69,842.239,0.257887,19.707,64.9624,8.605
2021/8/25 21:00,0.960499,-64.4464,21.794,863.81,0.257613,19.6,64.1335,20.587
2021/8/25 22:00,0.961697,-70.1124,21.09,750.349,0.257466,19.5,67.7562,21.995
2021/8/25 23:00,0.966937,-68.3141,21.162,732.9,0.257269,19.4,68.5395,18.176
2021/8/26 0:00,1.02784,-67.7236,20.679,623.902,0.257205,19.373,71.7565,
2021/8/26 1:00,1.03868,-67.6059,20.572,634.963,0.257039,19.273,71.266,16.085
2021/8/26 2:00,0.958096,-65.2128,20.125,514.724,0.256873,19.2,76.2337,13.109
2021/8/26 3:00,0.94212,-67.4119,19.827,471.203,0.256655,19.1,77.9751,15.833
2021/8/26 4:00,0.944457,-69.4838,19.515,269.121,0.25655,19,87.143,12.564
2021/8/26 5:00,0.944962,-70.7656,18.775,205.247,0.256481,19,89.7735,11.839
2021/8/26 6:00,12.6449,-58.4399,18.761,343.366,0.256337,19,82.8227,14.301
2021/8/26 7:00,173.355,103.332,18.873,595.879,0.256079,18.9,72.2137,11.455
2021/8/26 8:00,376.682,293.52,20.287,650.094,0.2557,18.9,72.8632,
2021/8/26 9:00,567.954,473.048,21.599,840.427,0.255415,19.027,67.7087,
2021/8/26 10:00,716.861,621.001,22.518,1291.99,0.254941,19.193,53.6121,
2021/8/26 11:00,824.89,714.265,23.58,1525.22,0.254159,19.327,48.4245,14.98
2021/8/26 12:00,715.058,592.307,24.03,1604.07,0.253381,19.493,46.3194,10.717
2021/8/26 13:00,919.195,788.629,25.085,1817.85,0.252511,19.6,44.4273,8.368
2021/8/26 14:00,630.56,519.965,25.927,1858.98,0.251701,19.86,44.6972,9.554
2021/8/26 15:00,582.931,475.406,26.408,1927.06,0.250816,20.027,44.4561,
2021/8/26 16:00,538.869,424.55,27.585,2268.52,0.250142,20.127,40.4205,7.318
2021/8/26 17:00,326.886,205.606,27.702,2210.96,0.249465,20.227,39.7153,5.817
2021/8/26 18:00,49.0752,22.2041,20.953,323.598,0.249712,20.273,83.7932,
2021/8/26 19:00,5.28569,-23.097,21.02,863.668,0.254146,19.913,62.4292,
2021/8/26 20:00,0.950622,-32.7437,19.101,535.832,0.257915,19.607,74.3255,
2021/8/26 21:00,0.977291,-34.9271,20.215,768.981,0.260412,19.38,65.1948,
2021/8/26 22:00,0.966451,-71.1062,19.857,652.134,0.26194,19.2,68.9158,15.025
2021/8/26 23:00,0.951057,-73.4351,19.487,637.786,0.262654,19.007,69.0103,12.489
2021/8/27 0:00,0.953436,-70.9452,19.478,611.886,0.263404,18.84,69.9588,15.752
2021/8/27 1:00,0.951365,-69.8118,17.919,482.792,0.263766,18.7,74.5878,15.369
2021/8/27 2:00,0.93646,-74.5221,18.223,521.51,0.263973,18.6,73.0524,10.895
2021/8/27 3:00,0.96109,-72.3717,17.27,394.642,0.264174,18.5,78.5073,
2021/8/27 4:00,0.931588,-71.9197,17.17,375.853,0.264348,18.4,79.2698,32.627
2021/8/27 5:00,0.932052,-70.9509,16.806,335.838,0.264313,18.307,81.0046,23.238
2021/8/27 6:00,12.6034,-59.8282,16.803,350.614,0.264357,18.2,80.271,16.986
2021/8/27 7:00,164.762,95.7291,18.419,625.668,0.264368,18.1,69.5765,12.166
2021/8/27 8:00,376.58,295.296,19.879,897.776,0.26381,18.16,61.0802,9.209
2021/8/27 9:00,566.825,473.693,21.041,1106.43,0.263418,18.26,56.1974,
2021/8/27 10:00,714.364,618.139,22.801,1480.44,0.262959,18.427,47.6918,
2021/8/27 11:00,828.747,716.617,23.232,1340.47,0.262417,18.66,52.7219,5.22
2021/8/27 12:00,884.227,751.968,24.011,1510.78,0.261642,18.86,49.1991,4.305
2021/8/27 13:00,846.513,734.403,24.26,1506.48,0.26069,19,49.7508,4.129
2021/8/27 14:00,802.728,666.976,24.925,1734.77,0.259954,19.26,45.3254,
2021/8/27 15:00,724.333,590.787,25.888,1874.41,0.258898,19.46,44.5185,13.45
2021/8/27 16:00,559.785,433.428,26.864,2040.61,0.258221,19.627,44.0388,9.66
2021/8/27 17:00,344.972,245.268,26.858,1986.26,0.2577,19.76,44.2485,
2021/8/27 18:00,50.1876,-39.4176,25.732,1484.75,0.257239,19.8,51.7349,
2021/8/27 19:00,9.14118,-73.1531,25.428,1485.45,0.256952,19.9,50.5895,4.957
2021/8/27 20:00,0.972563,-77.9159,25.042,1432.09,0.25671,19.8,51.0429,5.048
2021/8/27 21:00,0.9863,-79.1132,24.678,1398.32,0.25658,19.8,51.0618,10.415
2021/8/27 22:00,1.01631,-70.0196,20.749,685.082,0.256323,19.7,69.9297,9.023
2021/8/27 23:00,0.94528,-69.6176,19.439,561.414,0.256297,19.607,73.2297,7.067
2021/8/28 0:00,0.947546,-71.0083,19.383,613.99,0.256012,19.473,70.3761,8.156
2021/8/28 1:00,0.951025,-72.4889,18.99,507.294,0.255931,19.3,74.6062,17.624
2021/8/28 2:00,0.972917,-73.1136,18.96,605.594,0.255908,19.14,70.3846,13.311
2021/8/28 3:00,0.968035,-77.0404,18.862,628.452,0.255657,19,69.0747,
2021/8/28 4:00,0.966279,-75.8575,18.394,543.939,0.255579,18.873,72.2861,7.268
2021/8/28 5:00,0.952811,-76.379,18.545,638.281,0.255336,18.707,67.631,5.682
2021/8/28 6:00,11.8814,-55.877,18.071,640.806,0.255221,18.6,67.1219,
2021/8/28 7:00,177.349,126.043,18.768,734.884,0.254983,18.5,65.0895,
2021/8/28 8:00,216.287,177.347,19.085,701.894,0.254418,18.5,67.4206,3.898
2021/8/28 9:00,203.627,164.407,19.31,701.968,0.254086,18.5,67.9581,3.114
2021/8/28 10:00,229.349,184.51,20.278,561.817,0.253544,18.593,76.1371,
2021/8/28 11:00,181.178,140.262,20.266,671.204,0.253135,18.7,70.7385,
2021/8/28 12:00,279.645,230.139,20.868,892.164,0.252539,18.8,63.2129,2.588
2021/8/28 13:00,506.857,443.225,21.77,1069.22,0.251747,18.927,58.9281,
2021/8/28 14:00,369.529,315.033,22.816,1113.41,0.251143,19.097,59.8025,
2021/8/28 15:00,284.617,233.008,23.23,1107.85,0.250488,19.293,60.9638,6.471
2021/8/28 16:00,407.53,325.189,23.887,1145.57,0.249776,19.46,61.4808,5.703
2021/8/28 17:00,221.383,139.405,23.955,1132.41,0.249288,19.593,61.275,
2021/8/28 18:00,61.8138,16.6368,22.573,768.366,0.248654,19.6,70.7515,7.698
2021/8/28 19:00,6.66209,-37.9799,22.163,674.332,0.248628,19.6,73.1237,10.085
2021/8/28 20:00,0.977323,-50.0324,22.718,880.787,0.248372,19.6,65.6951,
2021/8/28 21:00,0.970013,-65.6611,22.033,761.019,0.248103,19.5,69.1463,8.701
2021/8/28 22:00,0.974392,-52.9998,20.613,532.3,0.247949,19.5,76.3935,8.249
2021/8/28 23:00,0.98168,-54.91,21.011,749.69,0.247868,19.4,67.7824,7.189
2021/8/29 0:00,0.967808,-65.7548,20.95,721.573,0.247641,19.4,68.6647,11.861
2021/8/29 1:00,1.00066,-58.2034,20.453,678.542,0.247428,19.3,69.7399,10.893
2021/8/29 2:00,0.942101,-52.8876,19.84,624.359,0.247335,19.207,71.3544,
2021/8/29 3:00,0.975825,-58.3729,18.42,374.606,0.247213,19.14,81.2399,18.588
2021/8/29 4:00,0.964191,-65.5625,17.875,277.556,0.247018,19.007,85.5454,13.516
2021/8/29 5:00,0.990032,-60.9437,17.579,280.923,0.246872,18.9,85.1772,
2021/8/29 6:00,7.60933,-42.6639,17.752,367.127,0.246709,18.707,80.8759,
2021/8/29 7:00,119.182,71.7382,17.828,407.938,0.246613,18.6,79.4714,5.553
2021/8/29 8:00,221.062,196.812,19.089,566.928,0.246097,18.5,73.9167,5.274
2021/8/29 9:00,492.57,441.012,20.561,808.952,0.245458,18.6,66.9957,
2021/8/29 10:00,623.855,587.505,21.462,851.625,0.244864,18.727,67.4972,7.769
2021/8/29 11:00,554.5,465.969,22.384,899.351,0.244152,18.96,66.9959,
2021/8/29 12:00,820.74,710.558,23.524,1302.54,0.243406,19.16,55.8713,5.259
2021/8/29 13:00,837.766,725.233,24.662,1610.78,0.242536,19.36,49.0131,
2021/8/29 14:00,779.465,635.532,25.714,1576.66,0.241189,19.66,52.7433,6.283
2021/8/29 15:00,594.443,473.93,27.352,1845.77,0.240259,19.893,49.5774,13.535
2021/8/29 16:00,446.712,342.14,27.061,1664.83,0.239371,20,54.0373,10.411
2021/8/29 17:00,227.893,152.802,26.29,1397.73,0.238669,20.127,58.8671,
2021/8/29 18:00,55.6804,-2.60008,24.55,979.845,0.238236,20.2,66.5828,7.18
2021/8/29 19:00,4.16577,-20.0963,24.168,912.197,0.237984,20.2,68.536,
2021/8/29 20:00,0.977655,-36.7696,24.031,828.51,0.237651,20.2,71.0014,7.2
2021/8/29 21:00,0.97645,-28.1559,23.135,612.342,0.237505,20.2,77.5076,8.839
2021/8/29 22:00,0.975939,-30.3099,22.972,523.586,0.237375,20.2,80.572,
2021/8/29 23:00,0.958814,-42.9069,21.65,256.428,0.237184,20.2,89.5875,6.358
2021/8/30 0:00,0.984578,-34.4135,21.289,187.08,0.237064,20.2,92.2897,7.36
2021/8/30 1:00,0.969839,-21.9265,21.628,281.899,0.236926,20.1,88.8318,14.598
2021/8/30 2:00,0.972637,-45.0169,21.908,299.852,0.236791,20.1,87.9063,13.74
2021/8/30 3:00,0.963418,-44.4061,21.493,253.645,0.236687,20.1,89.5714,
2021/8/30 4:00,0.972035,-30.9993,21.608,310.922,0.236648,20.1,87.4168,
2021/8/30 5:00,0.96232,-57.8535,21.668,301.806,0.236397,20.007,87.5852,17.827
2021/8/30 6:00,6.98253,-52.9221,21.162,283.319,0.236406,20,87.8969,22.525
2021/8/30 7:00,88.5215,35.1944,21.858,512.615,0.236271,20,79.6295,30.747
2021/8/30 8:00,267.481,219.845,22.004,584.951,0.235953,20,77.5422,31.306
2021/8/30 9:00,451.325,401.6,22.459,731.363,0.235496,20.093,73.5465,40.62
2021/8/30 10:00,652.751,587.471,23.341,810.207,0.235001,20.227,72.5783,45.861
2021/8/30 11:00,646.84,583.92,23.767,840.595,0.234491,20.427,71.8968,47.932
2021/8/30 12:00,468.318,409.668,24.598,1008.63,0.233423,20.593,67.3411,41.927
2021/8/30 13:00,786.759,689.167,26.357,1499.23,0.232689,20.76,57.6447,43.311
2021/8/30 14:00,460.46,386.292,26.91,1483.46,0.231654,21.02,58.6414,48.11
2021/8/30 15:00,404.959,331.972,26.597,1398.84,0.230828,21.197,60.2443,
2021/8/30 16:00,323.617,250.853,26.043,1266.46,0.230185,21.3,62.3542,
2021/8/30 17:00,177.635,111.996,25.667,1144.02,0.229415,21.4,64.7729,35.867
2021/8/30 18:00,50.5257,-2.04133,24.55,871.2,0.229109,21.4,70.3884,31.721
2021/8/30 19:00,2.81713,-38.5146,23.886,805.059,0.228756,21.3,71.3705,
2021/8/30 20:00,0.97488,-37.5689,23.982,829.249,0.228562,21.173,70.6024,
2021/8/30 21:00,0.989289,-37.9644,23.768,791.426,0.228293,21.073,71.6522,32.633
2021/8/30 22:00,0.982703,-37.4659,23.51,737.849,0.228278,21,73.1531,
2021/8/30 23:00,0.987539,-31.8885,23.002,629.993,0.228071,20.9,76.2629,
2021/8/31 0:00,0.961746,-31.2316,22.16,516.51,0.227999,20.8,79.7693,15.458
2021/8/31 1:00,0.989412,-29.623,22.338,550.753,0.227819,20.74,78.5575,13.384
2021/8/31 2:00,0.974367,-27.9711,21.667,395.984,0.227689,20.7,83.9286,15.43
2021/8/31 3:00,0.968584,-29.6425,21.321,422.69,0.227759,20.6,82.5696,
2021/8/31 4:00,0.982863,-29.258,21.602,486.863,0.227553,20.54,80.1213,17.465
2021/8/31 5:00,0.987868,-25.3101,20.734,341.728,0.227454,20.5,85.4576,
2021/8/31 6:00,1.87645,-20.042,20.903,338.803,0.227307,20.4,85.6669,19.385
2021/8/31 7:00,43.0072,15.8837,21.277,406.54,0.227166,20.4,83.3141,21.013
2021/8/31 8:00,80.9319,49.2427,21.113,354.598,0.227073,20.3,85.5792,22.282
2021/8/31 9:00,123.824,87.1534,21.376,409.766,0.226777,20.36,83.7167,25.268
2021/8/31 10:00,311.631,273.489,22.041,549.092,0.226582,20.4,79.3509,27.061
2021/8/31 11:00,487.864,444.149,22.872,641.108,0.226166,20.5,77.2031,29.274
2021/8/31 12:00,571.186,535.081,23.436,722.995,0.225393,20.627,75.3181,
2021/8/31 13:00,283.498,244.224,23.759,656.343,0.224853,20.8,77.7556,26.889
2021/8/31 14:00,596.34,526.13,24.893,933.424,0.224223,20.96,71.0056,
2021/8/31 15:00,343.484,292.133,25.486,1040.68,0.22374,21.1,68.305,
2021/8/31 16:00,213.794,144.068,25.556,1001.03,0.223092,21.2,68.8388,29.551
2021/8/31 17:00,149.374,80.6117,25.075,793.454,0.222788,21.3,74.6003,28.292
2021/8/31 18:00,48.008,-9.72955,23.872,564.307,0.222573,21.3,80.0826,26.358
2021/8/31 19:00,4.61014,-44.567,23.116,441.655,0.222258,21.3,83.4426,20.322
2021/8/31 20:00,0.95053,-43.9973,22.371,343.324,0.221956,21.2,86.5706,21.396
2021/8/31 21:00,0.96398,-50.8109,22.155,293.361,0.222147,21.1,88.2577,22.546
2021/8/31 22:00,0.955701,-56.2619,21.042,174.572,0.221845,21,92.5336,28.236
2021/8/31 23:00,0.97968,-59.4335,20.607,153.395,0.22182,20.84,93.1922,32.758
2021/9/1 0:00,0.958797,-62.1187,20.432,142.017,0.221837,20.707,93.6694,
2021/9/1 1:00,0.965619,-62.2418,20.497,172.238,0.221667,20.573,92.3349,24.59
2021/9/1 2:00,0.972015,-61.5275,20.707,298.261,0.221644,20.44,86.9081,
2021/9/1 3:00,0.95679,-61.0192,20.885,344.336,0.221557,20.34,85.0885,
2021/9/1 4:00,0.980193,-58.5275,20.542,353.882,0.221574,20.273,84.2585,31.871
2021/9/1 5:00,0.951673,-60.1987,20.5,352.299,0.221461,20.173,84.3043,
2021/9/1 6:00,6.16305,-44.1174,19.315,201.273,0.2214,20.073,90.3645,28.413
2021/9/1 7:00,88.6758,36.8534,20.321,502.329,0.221275,19.973,78.038,33.164
2021/9/1 8:00,266.402,221.446,20.111,403.258,0.220975,19.9,82.7666,37.855
2021/9/1 9:00,465.709,409.562,21.322,575.427,0.220465,19.96,77.6733,56.442
2021/9/1 10:00,624.212,553.592,21.96,769.079,0.219935,20.093,71.6397,
2021/9/1 11:00,764.269,670.807,23.177,1002.81,0.219427,20.2,65.5024,38.405
2021/9/1 12:00,803.156,704.956,23.985,1171.67,0.218708,20.327,61.1601,42.322
2021/9/1 13:00,773.185,671.089,24.984,1260.03,0.21782,20.46,60.6376,50.666
2021/9/1 14:00,723.456,598.627,26.86,1543.05,0.216909,20.66,56.9455,49.625
2021/9/1 15:00,599.359,482.485,27.164,1567.1,0.216177,20.827,56.8288,56.684
2021/9/1 16:00,430.218,328.874,27.117,1619.26,0.215466,20.993,55.2709,
2021/9/1 17:00,232.698,156.039,26.729,1471.79,0.215136,21.06,57.9304,26.68
2021/9/1 18:00,65.4931,-5.47376,25.718,1026.36,0.214796,21.1,67.3597,18.445
2021/9/1 19:00,5.17875,-56.1724,24.077,774.157,0.214645,21.1,72.356,12.911
2021/9/1 20:00,0.968908,-57.3354,23.623,791.376,0.214473,21,71.0486,
2021/9/1 21:00,0.970521,-58.3051,23.219,711.241,0.21434,20.9,73.3644,8.647
2021/9/1 22:00,0.975768,-57.7335,22.692,605.128,0.214416,20.8,76.687,11.322
2021/9/1 23:00,1.0105,-56.2476,21.792,472.167,0.214345,20.707,80.8665,11.849
2021/9/2 0:00,0.956093,-58.3646,22.065,396.867,0.214372,20.64,84.1127,12.441
2021/9/2 1:00,0.959928,-58.0613,21.802,321.942,0.214308,20.573,86.772,
2021/9/2 2:00,0.968034,-58.2192,21.586,387.199,0.214306,20.5,83.8848,11.108
2021/9/2 3:00,0.969955,-56.3732,20.955,268.407,0.214316,20.407,88.3714,19.515
2021/9/2 4:00,0.956961,-58.5447,20.974,323.97,0.214259,20.373,85.9262,
2021/9/2 5:00,0.975176,-60.6454,21.015,363.773,0.214232,20.3,84.3351,13.084
2021/9/2 6:00,7.18921,-45.4235,21.019,381.299,0.214195,20.2,83.621,15.62
2021/9/2 7:00,95.3909,55.6747,21.54,527.386,0.214121,20.14,78.8958,19.672
2021/9/2 8:00,272.133,220.41,21.948,591.51,0.213879,20.2,77.4829,20.455
2021/9/2 9:00,467.802,406.809,22.479,685.416,0.213362,20.3,75.258,36.535
2021/9/2 10:00,630.383,556.068,22.741,823.459,0.212988,20.427,71.0664,31.077
2021/9/2 11:00,750.334,660.739,23.896,938.876,0.212545,20.56,69.3065,
2021/9/2 12:00,826.124,735.46,26.826,1550.77,0.212028,20.727,57.7859,23.038
2021/9/2 13:00,490.449,419.54,26.43,1358.52,0.210886,20.96,61.2492,24.099
2021/9/2 14:00,84.52,47.8366,21.794,9.77316,0.210615,21.2,99.5819,28.293
2021/9/2 15:00,192.083,162.347,22.519,670.8575196,0.210392,21.04,75.32044783,28.328
2021/9/2 16:00,301.222,257.302,21.919,870.0346389,0.210379,20.9,69.65171389,27.031
2021/9/2 17:00,144.564,89.1257,22.37,422.25,0.210206,20.9,84.0463,26.272
2021/9/2 18:00,56.9415,16.8834,22.802,574.637,0.210215,20.9,78.3038,28.703
2021/9/2 19:00,2.14405,-26.058,23.377,711.844,0.210132,20.8,73.9392,21.881
2021/9/2 20:00,0.981021,-51.9894,23.642,712.088,0.21005,20.8,73.9755,27.358
2021/9/2 21:00,0.991933,-56.8506,23.373,566.114,0.209962,20.7,78.716,41.228
2021/9/2 22:00,0.967425,-55.9444,22.04,347.721,0.210012,20.7,85.9704,35.59
2021/9/2 23:00,0.981445,-57.0664,22.454,473.992,0.209974,20.6,81.1849,26.399
2021/9/3 0:00,0.968117,-53.7022,22.299,497.845,0.209863,20.54,80.1809,24.43
2021/9/3 1:00,0.972849,-54.4107,21.222,295.364,0.209998,20.5,87.4515,
2021/9/3 2:00,0.96739,-56.7556,21.394,386.411,0.209914,20.4,83.7181,25.404
2021/9/3 3:00,0.949655,-54.2846,20.944,306.796,0.209852,20.3,86.7489,
2021/9/3 4:00,0.950973,-56.4565,21.024,331.709,0.20986,20.24,85.6746,31.527
2021/9/3 5:00,0.940104,-58.3673,20.99,314.664,0.209697,20.2,86.3791,34.438
2021/9/3 6:00,5.50749,-52.7259,19.825,191.737,0.209764,20.1,91.131,
2021/9/3 7:00,63.4657,33.1869,20.629,365.265,0.20963,20,84.3244,34.618
2021/9/3 8:00,209.882,155.809,20.354,313.72,0.209486,20,86.6954,
2021/9/3 9:00,471.034,412.309,22.132,655.368,0.209309,20.027,75.9231,
2021/9/3 10:00,663.427,581.169,22.723,842.635,0.209018,20.16,70.5301,30.308
2021/9/3 11:00,766.679,667.205,24.236,1031.06,0.208706,20.36,66.7678,32.78
2021/9/3 12:00,811.291,705.619,24.645,979.239,0.208322,20.56,68.8575,
2021/9/3 13:00,774.975,660.613,25.528,1115.99,0.207957,20.76,66.388,27.399
2021/9/3 14:00,578.682,463.836,26.636,1467.94,0.207497,20.993,58.1832,29.189
2021/9/3 15:00,629.965,492.061,28.051,1875.1,0.206993,21.127,51.2279,
2021/9/3 16:00,457.194,337.581,28.687,1934.35,0.206426,21.2,51.8418,30.903
2021/9/3 17:00,207.947,130.645,27.796,1503.22,0.206171,21.3,59.4577,
2021/9/3 18:00,54.4957,-7.80033,26.292,1026.06,0.206049,21.36,68.3945,
2021/9/3 19:00,3.32653,-48.6165,24.613,645.502,0.205882,21.4,77.9758,23.365
2021/9/3 20:00,0.976153,-46.485,24.52,679.178,0.205893,21.3,76.793,23.131
2021/9/3 21:00,0.982201,-40.0317,25.101,782.827,0.205836,21.3,74.2278,27.227
2021/9/3 22:00,0.979551,-12.6146,24.492,656.135,0.205733,21.2,77.8203,28.367
2021/9/3 23:00,0.982323,-10.6115,24.986,736.576,0.205819,21.2,75.8563,28.489
