record_time,ppfd_1_1_1,rg_1_1_2,ta_1_2_1,rh,vpd,u_,co2_flux,h2o_flux,le,h
2024/1/1 0:00,0.0180891,0.937008,-0.947,43.9214,294.658,0.0314745,-6.5715,0.0277521,1.2527,-10.3527
2024/1/1 0:30,0.0136602,0.94609,-2.557,50.9205,234.387,0.124725,-2.14313,0.00331337,0.149744,0.532483
2024/1/1 1:00,0.0112928,0.929527,-2.764,52.0586,222.963,0.130768,-0.450498,-0.0428685,-1.93804,1.22335
2024/1/1 1:30,0.0211808,0.927886,-3.243,53.5052,209.767,0.112337,-1.62386,-0.0509494,-2.30425,16.9908
2024/1/1 2:00,0.0178283,0.937879,-2.847,51.3854,224.594,0.111494,-1.91802,0.132733,6.00123,-33.3389
2024/1/1 2:30,0.018231,0.927147,-3.3,54.3842,204.151,0.0916083,-0.163534,-0.0208226,-0.941821,6.01909
2024/1/1 3:00,0.0152318,0.931464,-3.736,56.4379,188.354,0.039186,0.235391,0.0357515,1.61777,1.25851
2024/1/1 3:30,0.0147284,0.936657,-4.298,57.4544,177.686,0.117783,0.286209,-0.0456739,-2.06766,-1.42917
2024/1/1 4:00,0.0190079,0.937071,-4.281,57.2893,178.145,0.123038,-1.4049,-0.0291022,-1.31747,-11.7003
2024/1/1 4:30,0.020747,0.92735,-4.665,59.8069,163.372,0.127364,0.720985,0.0213594,0.967262,-17.1077
2024/1/1 5:00,0.0256576,0.934724,-4.751,59.5069,163.133,0.116606,0.828045,0.0506467,2.2938,-16.3921
2024/1/1 5:30,0.0196572,0.954673,-5.082,61.0598,153.358,0.0687917,-0.750491,-0.0262441,-1.18893,1.18813
2024/1/1 6:00,0.0171654,0.932082,-5.356,62.3299,145.671,0.124672,-1.50181,-0.0299097,-1.3553,1.5807
2024/1/1 6:30,0.0295939,0.931123,-5.746,63.6921,136.525,0.162831,1.09906,0.0307198,1.39249,-9.00016
2024/1/1 7:00,0.0225611,0.926011,-5.657,62.6446,140.142,0.0991776,0.0921384,0.00796092,0.360868,-6.11999
2024/1/1 7:30,0.521463,0.928841,-5.724,62.7874,139.392,0.194156,-0.301073,-0.00993785,-0.450491,-17.26
2024/1/1 8:00,12.4734,6.6185,-5.513,61.0718,148.234,0.199546,2.34235,0.0319167,1.44652,-25.879
2024/1/1 8:30,48.9888,27.7951,-5.613,62.3992,142.938,0.119494,-1.44226,-0.0148557,-0.673298,10.5199
2024/1/1 9:00,95.6541,55.6561,-5.809,62.154,145.054,0.133483,-0.881354,-0.0258746,-1.17258,0.342204
2024/1/1 9:30,179.52,111.24,-5.683,59.9436,157.97,0.40001,-5.31734,-0.0160357,-0.726452,99.4492
2024/1/1 10:00,306.037,197.826,-3.799,51.5035,220.688,0.200634,-3.43846,0.388262,17.5577,100.626
2024/1/1 10:30,407.839,258.061,-3.174,47.9654,253.132,0.253509,-8.92639,0.170383,7.69846,166.716
2024/1/1 11:00,457.9,278.29,-2.769,46.2021,271.597,0.174052,-2.7302,0.134202,6.06083,62.9069
2024/1/1 11:30,571.628,332.973,-1.883,46.329,287.635,0.196614,-7.21912,0.201799,9.10669,171.772
2024/1/1 12:00,384.332,216.102,-2.264,49.3157,267.116,0.208583,-0.00594078,0.0966291,4.36156,42.7185
2024/1/1 12:30,235.02,131.701,-2.102,49.3866,267.817,0.169741,-1.36012,0.0926928,4.18367,43.141
2024/1/1 13:00,253.618,141.258,-1.954,49.3296,269.188,0.190905,-1.92877,0.115319,5.20462,51.1449
2024/1/1 13:30,249.276,139.733,-1.758,48.2796,279.438,0.107007,-0.855587,0.0548024,2.47284,22.9154
2024/1/1 14:00,304.677,174.569,-1.61,48.645,278.084,0.13041,-1.15317,0.0978337,4.4144,35.8914
2024/1/1 14:30,394.846,223.826,-1.305,47.6286,292.625,0.206903,-1.10641,0.0959616,4.32817,46.373
2024/1/1 15:00,299.149,168.975,-0.755,47.4021,300.602,0.177431,-0.851895,0.107282,4.83734,44.381
2024/1/1 15:30,125.22,69.6321,-0.943,48.3851,290.232,0.106622,-0.63791,0.0398143,1.7956,9.28043
2024/1/1 16:00,57.6663,31.8997,-0.987,48.2008,293.293,0.0886955,-0.620513,0.063571,2.86677,4.47384
2024/1/1 16:30,27.9659,15.1068,-1.034,48.206,295.945,0.194241,-2.24636,0.0142546,0.642741,3.32362
2024/1/1 17:00,11.5363,5.71368,-1.119,49.2575,281.859,0.143735,0.192742,-0.0486493,-2.1944,3.39419
2024/1/1 17:30,1.85934,1.27771,-1.296,52.5404,253.579,0.0638898,-0.875759,0.000692348,0.0312451,-1.33247
2024/1/1 18:00,0.0259388,0.94467,-1.757,55.6478,226.533,0.12421,-1.87998,-0.0749718,-3.38537,2.55703
2024/1/1 18:30,0.0192553,0.950383,-2.126,57.8789,208.286,0.176961,0.525166,-0.023316,-1.05327,-5.63688
2024/1/1 19:00,0.0245023,0.942239,-2.235,58.3404,202.095,0.136904,-0.0697787,-0.00554813,-0.250691,-10.0447
2024/1/1 19:30,0.0125738,0.953599,-2.769,60.3467,184.824,0.153742,0.670387,0.0117595,0.531619,-10.3523
2024/1/1 20:00,0.0245902,0.946512,-3.02,61.1792,177.891,0.151638,0.355694,0.0540924,2.44592,-16.4435
2024/1/1 20:30,0.020539,0.950737,-3.235,62.0195,170.855,0.119916,0.302039,0.0227847,1.0305,-9.56819
2024/1/1 21:00,0.0243172,0.942836,-3.383,61.8574,169.959,0.147595,0.436004,0.0302959,1.37038,-16.7316
2024/1/1 21:30,0.0182627,0.931672,-3.563,62.273,166.069,0.132623,0.113047,0.0247097,1.11787,-17.7807
2024/1/1 22:00,0.0153939,0.934661,-3.619,62.1722,165.505,0.103293,0.625272,0.0411316,1.86094,-17.8133
2024/1/1 22:30,0.0217882,0.92602,-3.736,62.5289,162.464,0.164203,0.311839,0.00734559,0.332379,-8.38325
2024/1/1 23:00,0.0167364,0.935675,-3.871,63.3135,157.531,0.15584,-0.130036,0.0374644,1.69542,-28.4064
2024/1/1 23:30,0.02257,0.929605,-3.773,62.7456,161.414,0.13883,-0.140659,0.0120952,0.547299,-4.15792
2024/1/2 0:00,0.0177776,0.933299,-3.761,63.4805,158.133,0.170517,1.35943,-0.00807204,-0.365256,5.71716
2024/1/2 0:30,0.0195667,0.931055,-4.03,65.0343,148.479,0.132289,-2.47142,-0.0211839,-0.958796,9.78384
2024/1/2 1:00,0.0161175,0.933715,-4.077,64.8917,149.088,0.143009,0.142502,0.00404639,0.183142,-5.27265
2024/1/2 1:30,0.0259738,0.935403,-4.004,64.6577,150.842,0.149377,-1.52033,-0.0183513,-0.830537,1.24089
2024/1/2 2:00,0.0227929,0.92713,-3.94,64.8334,150.005,0.231343,0.237004,-0.00491913,-0.22263,-16.8743
2024/1/2 2:30,0.0197694,0.931825,-4.116,65.5023,146.004,0.180203,2.44305,-0.005508,-0.249305,-19.2875
2024/1/2 3:00,0.0263171,0.938498,-3.886,64.9196,151.407,0.208244,-1.48731,-0.0284177,-1.28594,3.59146
2024/1/2 3:30,0.0244739,0.952805,-3.715,63.9821,157.309,0.223085,6.61206,-0.0449636,-2.03436,10.8239
2024/1/2 4:00,0.0243381,0.940592,-3.705,63.9467,158.345,0.103772,5.1276,0.0852473,3.85671,-31.646
2024/1/2 4:30,0.0373666,0.939459,-4.089,68.005,136.576,0.112475,-5.87513,-0.0129704,-0.58701,-16.1838
2024/1/2 5:00,0.0496296,0.933404,-4.13,68.4379,134.474,0.131757,-4.43126,-0.0363319,-1.64433,0.0751525
2024/1/2 5:30,0.0442805,0.941493,-3.922,67.3198,140.087,0.213185,3.72583,-0.0105776,-0.478693,4.15613
2024/1/2 6:00,0.035639,0.937871,-3.909,66.5397,143.881,0.1676,1.60848,-0.0119954,-0.542833,-10.6906
2024/1/2 6:30,0.0388442,0.939244,-3.744,66.1883,146.563,0.199047,3.65372,-0.0105931,-0.479328,-15.4324
2024/1/2 7:00,0.0387726,0.941618,-3.268,62.0384,170.386,0.218358,-0.174527,-0.106433,-4.81388,42.8841
2024/1/2 7:30,0.411975,0.938144,-2.38,57.2794,205.24,0.139339,-1.57605,0.0612358,2.76727,-25.3522
2024/1/2 8:00,8.01237,4.23499,-1.848,55.1252,222.864,0.226912,5.83103,0.111729,5.04696,-43.6388
2024/1/2 8:30,29.1791,16.5825,-4.158,67.5745,139.097,0.13255,0.847162,0.00496601,0.224736,-7.5296
2024/1/2 9:00,54.6554,31.499,-4.334,68.1645,135.157,0.0759625,-1.64608,0.0113435,0.513412,-7.75537
2024/1/2 9:30,165.335,99.2297,-3.235,61.001,182.361,0.131204,1.51452,0.0103229,0.466657,-9.48994
2024/1/2 10:00,223.259,134.606,-3.595,64.0948,166.427,0.119955,-0.325741,0.169239,7.65142,13.086
2024/1/2 10:30,206.189,116.254,-3.636,63.4092,169.2,0.0614962,4.95292,0.0950028,4.29529,-16.1872
2024/1/2 11:00,237.95,132.471,-1.569,54.2844,247.144,0.24939,16.9876,0.446321,20.1391,-7.21386
2024/1/2 11:30,283.336,160.56,-1.542,56.4811,235.777,0.181455,9.61174,0.0929062,4.19203,18.699
2024/1/2 12:00,287.618,159.92,-1.567,58.1356,229.216,0.106044,-6.52587,0.170462,7.69042,25.0165
2024/1/2 12:30,289.146,161.721,-1.135,57.4118,240.717,0.111171,-4.98952,0.0400308,1.80525,14.9528
2024/1/2 13:00,251.156,140.371,0.241,51.3184,301.133,0.731061,-103.639,-1.8807,-84.7134,486.469
2024/1/2 13:30,301.364,169.186,-0.592,56.9372,253.61,0.110848,-0.13832,0.0822374,3.70665,38.5361
2024/1/2 14:00,312.631,178.049,0.803,52.9895,305.059,0.138204,-0.0249975,0.0883956,3.97916,18.668
2024/1/2 14:30,267.666,149.85,0.999,53.765,303.026,0.0984188,-0.710178,0.0358158,1.61205,16.0516
2024/1/2 15:00,356.276,201.045,1.986,50.9962,338.991,0.252066,-0.460629,0.184565,8.30123,35.9537
2024/1/2 15:30,334.924,190.952,4.506,42.3861,459.116,0.174806,19.266,0.5155,23.142,56.3269
2024/1/2 16:00,207.063,114.897,5.221,38.9934,499.141,0.166674,-20.1883,-0.226142,-10.1484,85.703
2024/1/2 16:30,100.656,53.1118,3.751,42.5506,434.977,0.213087,60.6371,1.34708,60.5153,-40.9734
2024/1/2 17:00,29.2306,14.883,3.428,36.6875,461.138,0.149203,-0.670625,0.038535,1.73202,-0.337022
2024/1/2 17:30,2.29841,1.50863,3.126,33.058,470.923,0.116849,5.41733,0.209648,9.42731,-16.0503
2024/1/2 18:00,0.0283421,0.975198,3.401,30.2039,496.856,0.214924,5.16144,0.343985,15.4657,-75.0396
2024/1/2 18:30,0.0139055,0.953382,2.271,34.5264,432.199,0.209418,4.22465,-0.0540864,-2.43417,50.7856
2024/1/2 19:00,0.0211046,0.955376,2.947,27.5755,507.318,0.331294,13.3182,0.724071,32.5614,-175.693
2024/1/2 19:30,0.0168588,0.953711,4.438,21.6995,601.407,0.335367,1.16879,0.203079,9.12119,-58.552
2024/1/2 20:00,0.0162109,0.961702,4.191,20.7902,597.633,0.497661,0.505845,0.179544,8.06609,-62.507
2024/1/2 20:30,0.0170595,0.96382,3.51,22.054,556.429,0.306543,1.36131,0.367275,16.5122,-81.5101
2024/1/2 21:00,0.0184797,0.95445,3.221,21.2436,556.954,0.360164,1.46873,0.336032,15.1094,-69.3798
2024/1/2 21:30,0.0174838,0.962974,3.356,20.4114,567.389,0.431342,1.10105,0.38364,17.2482,-114.136
2024/1/2 22:00,0.0202735,0.960408,3.035,20.8357,555.087,0.584601,0.777408,0.299826,13.483,-93.4756
2024/1/2 22:30,0.0195648,0.95432,2.822,21.1358,545.441,0.58994,1.51737,0.398473,17.9223,-84.3585
2024/1/2 23:00,0.0198904,0.958041,2.593,21.4924,534.765,0.608213,1.35277,0.455596,20.4957,-105.487
2024/1/2 23:30,0.0165629,0.975704,2.146,23.0602,506.836,0.556942,1.47027,0.295129,13.2827,-73.8988
2024/1/3 0:00,0.0182837,0.961127,1.712,24.4821,483.066,0.585934,0.752084,0.177691,8.00033,-63.4486
2024/1/3 0:30,0.010409,0.954791,1.458,25.3583,469.762,0.554011,1.27158,0.362635,16.3307,-97.9984
2024/1/3 1:00,0.0180912,0.99092,1.356,25.785,464.487,0.790197,0.698241,0.452427,20.3758,-100.613
2024/1/3 1:30,0.0296968,0.959781,0.887,27.188,441.858,0.743366,0.642677,0.3556,16.0215,-86.6254
2024/1/3 2:00,0.0209397,0.966673,0.539,28.1183,424.352,0.714776,0.394365,0.325143,14.6545,-87.1045
2024/1/3 2:30,0.0192803,0.949233,0.301,28.1589,418.677,0.706821,0.353162,0.3927,17.7024,-90.1297
2024/1/3 3:00,0.0241409,0.946463,0.25,27.3957,420.94,0.770115,0.893847,0.449762,20.276,-100.541
2024/1/3 3:30,0.0167534,0.937904,0.336,26.6141,427.746,0.76373,0.496876,0.461177,20.7892,-111.159
2024/1/3 4:00,0.0211397,0.943836,0.338,26.4091,429.306,0.786685,-0.0557007,0.345152,15.5588,-96.6712
2024/1/3 4:30,0.0217511,0.945971,0.251,26.3185,426.645,0.776952,1.38884,0.355322,16.0188,-81.8153
2024/1/3 5:00,0.014517,0.944385,0.153,26.3658,423.176,0.757445,0.801208,0.371795,16.763,-100.528
2024/1/3 5:30,0.025549,0.953961,0.229,26.1002,426.889,0.74451,0.679497,0.353472,15.9358,-95.97
2024/1/3 6:00,0.0151852,0.954415,-0.051,27.1532,411.691,0.618512,0.4022,0.347259,15.6602,-93.1566
2024/1/3 6:30,0.0226599,0.948222,0.002,27.4391,412.479,0.611033,1.031,0.332713,15.0031,-89.8326
2024/1/3 7:00,0.0165953,0.944347,0.158,27.4835,417.918,0.763366,1.43341,0.523322,23.594,-109.147
2024/1/3 7:30,0.487167,0.957768,0.696,25.7833,443.856,0.791824,1.4904,0.466205,21.0088,-133.594
2024/1/3 8:00,12.3896,6.68544,0.376,26.5953,427.579,0.703951,1.31838,0.325163,14.658,-90.8365
2024/1/3 8:30,39.0495,22.5095,0.049,27.1769,415.194,0.578096,0.340099,0.253714,11.4403,-66.0493
2024/1/3 9:00,60.4912,35.6807,0.153,26.3765,426.367,0.644463,0.0447854,0.222046,10.0104,-56.1886
2024/1/3 9:30,233.01,164.514,1.209,23.0409,497.296,0.678441,-0.696059,0.359996,16.2062,-10.3988
2024/1/3 10:00,364.41,252.001,1.692,22.5008,531.38,0.414211,-1.92693,0.375912,16.9095,93.5304
2024/1/3 10:30,463.901,310.573,2.715,21.0012,581.246,0.210691,-4.74422,0.338182,15.198,125.454
2024/1/3 11:00,555.423,355.769,3.011,20.2067,609.935,0.224813,-1.51456,0.192538,8.64834,81.3077
2024/1/3 11:30,630.27,383.575,3.659,18.6747,650.967,0.178503,-5.05531,0.333727,14.9809,150.375
2024/1/3 12:00,687.832,411.741,3.882,21.4121,629.207,0.146187,-2.86131,0.137894,6.18997,125.932
2024/1/3 12:30,725.912,441.039,3.027,23.3157,587.666,0.331978,-1.23024,0.295466,13.2711,85.0041
2024/1/3 13:00,734.816,436.279,3.215,23.4384,599.727,0.305611,-1.57396,0.122563,5.50342,62.1884
2024/1/3 13:30,707.001,408.881,3.417,23.9257,597.708,0.261822,-1.17878,0.169071,7.59144,78.1956
2024/1/3 14:00,659.429,395.196,3.623,23.4311,609.414,0.26469,-1.15781,0.137617,6.17804,68.6477
2024/1/3 14:30,587.347,348.425,4.073,21.8876,635.546,0.252673,-1.56134,0.203394,9.12825,85.858
2024/1/3 15:00,496.041,290.911,4.42,21.887,618.681,0.286061,-3.02094,0.029452,1.32228,76.3693
2024/1/3 15:30,384.198,223.204,4.803,21.6668,633.546,0.241757,2.05665,0.16929,7.59829,91.5248
2024/1/3 16:00,257.864,146.263,4.808,21.9166,631.816,0.277993,0.653642,0.156602,7.02879,60.0649
2024/1/3 16:30,137.456,73.1527,4.353,23.6438,601.843,0.33266,-2.25347,0.0889349,3.99309,24.0154
2024/1/3 17:00,36.3094,18.1725,3.293,26.3081,532.625,0.381973,-0.428267,0.09334,4.19574,-12.4492
2024/1/3 17:30,2.77406,1.69067,2.201,30.7436,455.235,0.195909,-0.318361,-0.0132632,-0.596948,-9.85619
2024/1/3 18:00,0.0372229,0.951526,1.505,31.7795,428.326,0.319526,-1.44176,0.193315,8.70591,-67.6582
2024/1/3 18:30,0.0194607,0.957468,1.011,32.2596,409.594,0.215873,-1.34977,0.0614912,2.77061,-31.2942
2024/1/3 19:00,0.0193343,0.941899,0.689,35.1798,383.388,0.184786,-0.843535,0.0747497,3.36897,-45.5316
2024/1/3 19:30,0.016173,0.950261,0.405,37.3565,362.008,0.255005,2.80673,0.134728,6.07401,-41.8731
2024/1/3 20:00,0.0223362,0.939253,0.139,40.0707,341.355,0.242505,-2.95477,-0.0169039,-0.76223,-39.6166
2024/1/3 20:30,0.0114252,0.957157,0.022,42.2258,326.457,0.186334,-1.43535,-0.0456394,-2.05818,-28.6845
2024/1/3 21:00,0.0190897,0.958943,-0.224,44.9108,305.77,0.314069,-3.13944,-0.0189252,-0.853658,-52.6314
2024/1/3 21:30,0.0187891,0.944124,-0.896,47.1491,281.053,0.22364,0.0399108,0.0532003,2.40103,-22.3353
2024/1/3 22:00,0.0104651,0.947713,-1.46,48.9338,259.953,0.164721,1.80885,0.082888,3.74299,-19.8528
2024/1/3 22:30,0.0131663,0.936559,-1.908,50.6701,243.761,0.210029,1.66779,0.103907,4.6939,-42.6084
2024/1/3 23:00,0.0221585,0.940893,-2.208,53.4281,225.027,0.156851,0.608122,0.0360828,1.63048,-9.47693
2024/1/3 23:30,0.0159061,0.931367,-2.326,53.1108,225.377,0.121954,-0.238851,-0.0429342,-1.9402,9.02455
2024/1/4 0:00,0.0174547,0.928974,-2.289,52.8686,225.732,0.176968,1.0052,0.0591991,2.67533,-28.2569
2024/1/4 0:30,0.0230017,0.929562,-2.666,54.3453,213.383,0.145768,0.755376,0.0453819,2.05154,-18.3567
2024/1/4 1:00,0.0243915,0.928985,-3.237,57.1927,191.308,0.159399,0.126862,0.00649905,0.293962,-12.8955
2024/1/4 1:30,0.0191802,0.933659,-3.423,56.6494,192.337,0.122091,0.630922,0.0462739,2.09323,-20.9723
2024/1/4 2:00,0.0136426,0.932399,-3.4,56.0547,195.132,0.119763,-0.00628537,-0.00925666,-0.418727,-2.01463
2024/1/4 2:30,0.0147426,0.931734,-3.646,57.5235,184.692,0.172664,1.09513,0.0396373,1.79347,-16.2998
2024/1/4 3:00,0.0227254,0.938072,-3.69,56.0881,190.785,0.205216,1.83705,0.0918641,4.15663,-30.9688
2024/1/4 3:30,0.0221747,0.933317,-3.948,55.9214,188.012,0.160106,0.00214499,0.05174,2.34165,-24.8451
2024/1/4 4:00,0.0208964,0.93152,-4.225,56.8359,180.61,0.166365,-0.159566,-0.0128771,-0.582933,-9.69757
2024/1/4 4:30,0.0208045,0.935597,-4.325,56.7885,179.183,0.18086,-0.88292,-0.0221312,-1.00196,-19.1563
2024/1/4 5:00,0.0190248,0.933183,-4.269,56.9567,179.025,0.195518,-0.400032,-0.00944243,-0.42748,-9.22396
2024/1/4 5:30,0.0258482,0.935838,-4.582,57.5096,173.437,0.16418,0.982744,0.0505464,2.28888,-19.9546
2024/1/4 6:00,0.0162229,0.934921,-4.391,56.4383,180.477,0.125046,0.155093,0.0264642,1.19815,-9.29801
2024/1/4 6:30,0.0196843,0.924158,-4.648,56.752,175.891,0.0772039,-0.43371,-0.0635233,-2.87664,10.6231
2024/1/4 7:00,0.0266772,0.922216,-4.545,55.7259,180.589,0.162108,1.00048,0.0378405,1.71354,-22.7686
2024/1/4 7:30,0.481308,0.931931,-4.841,56.581,173.461,0.161058,0.507696,-0.0579168,-2.62333,-10.4358
2024/1/4 8:00,11.8581,6.21452,-4.805,56.1676,176.256,0.23483,2.54693,-0.10178,-4.60976,-2.6121
2024/1/4 8:30,44.965,25.5593,-3.981,53.3889,199.246,0.195687,1.07228,-0.00347388,-0.157217,-4.60223
2024/1/4 9:00,95.0778,55.3467,-3.457,50.9919,221.812,0.155691,0.224792,0.0061067,0.276172,-10.8285
2024/1/4 9:30,211.794,138.762,-2.936,50.1842,243.566,0.144812,0.244127,0.0664967,3.00434,33.4394
2024/1/4 10:00,310.517,206.797,-1.031,43.2213,324.324,0.171306,-3.85338,0.106516,4.80284,35.3387
2024/1/4 10:30,417.385,273.264,-0.753,43.407,328.302,0.142155,-2.56728,0.152954,6.89539,83.8143
2024/1/4 11:00,517.655,325.986,-0.374,41.3198,358.483,0.115185,-2.95485,0.120376,5.42304,76.3531
2024/1/4 11:30,584.985,349.928,0.403,40.7818,383.849,0.13776,-3.75979,0.113473,5.1081,70.1846
2024/1/4 12:00,629.796,371.778,2.204,36.9306,459.543,0.180091,0.523591,0.103247,4.64059,85.9367
2024/1/4 12:30,660.746,397.633,4.832,30.2866,615.447,0.208391,1.79155,0.186443,8.3582,63.8569
2024/1/4 13:00,677.222,402.262,5.703,27.575,677.699,0.214479,0.73375,0.217935,9.7622,91.5733
2024/1/4 13:30,658.071,382.571,6.611,25.5484,729.585,0.298415,-15.7642,-0.0416249,-1.86336,154.378
2024/1/4 14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 14:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 15:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 16:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 17:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 18:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 19:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 20:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 21:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 22:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/4 23:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024/1/5 0:00,0.0253625,0.949619,2.285,30.9484,461.644,0.544349,1.60855,0.282342,12.7047,-84.6269
2024/1/5 0:30,0.0224106,0.956544,2.079,31.3832,453.817,0.820433,1.61409,0.508009,22.8625,-117.962
2024/1/5 1:00,0.0161129,0.946669,1.864,31.8631,442.955,0.679295,1.23475,0.374705,16.8671,-85.253
2024/1/5 1:30,0.0212181,0.943567,1.726,32.0395,438.814,0.731335,1.00953,0.396427,17.8465,-81.0946
2024/1/5 2:00,0.0241896,0.949067,1.548,32.3688,430.359,0.653585,0.866037,0.289129,13.0186,-77.9253
2024/1/5 2:30,0.021591,0.969442,1.363,33.2494,417.297,0.52059,1.87411,0.384205,17.3036,-105.159
2024/1/5 3:00,0.0230018,0.943793,1.195,34.3885,406.726,0.678544,1.55572,0.394572,17.7725,-109.106
2024/1/5 3:30,0.0198607,0.943045,1.166,34.7571,402.773,0.618876,1.00611,0.317929,14.3211,-95.605
2024/1/5 4:00,0.0218606,0.938953,1.091,35.0179,399.904,0.582815,1.32967,0.295331,13.3037,-82.1957
2024/1/5 4:30,0.018735,0.946164,1.173,34.6186,405.177,0.730904,1.08038,0.417159,18.7899,-105.1
2024/1/5 5:00,0.0200945,0.957395,1.101,34.7716,402.04,0.720015,0.89312,0.358485,16.1482,-89.8861
2024/1/5 5:30,0.0250409,0.945995,0.888,35.0025,393.905,0.639607,2.77844,0.439238,19.7902,-96.9763
2024/1/5 6:00,0.0193391,0.949693,0.803,35.2245,389.362,0.550125,0.136129,0.254689,11.4764,-79.4557
2024/1/5 6:30,0.0221734,0.937511,0.671,35.7368,382.547,0.556298,0.132996,0.211806,9.54529,-77.431
2024/1/5 7:00,0.0215113,0.952377,0.663,35.1591,387.716,0.692294,1.46884,0.315863,14.2339,-88.1335
2024/1/5 7:30,0.510856,0.944866,0.699,34.8759,388.908,0.64977,-0.0306976,0.342755,15.446,-91.8849
2024/1/5 8:00,12.7428,6.89655,0.323,36.0053,372.728,0.583923,0.219473,0.264055,11.9033,-71.1897
2024/1/5 8:30,42.7116,24.6865,0.224,36.2446,369.459,0.443363,0.507996,0.226151,10.1953,-63.689
2024/1/5 9:00,80.973,47.3731,0.568,34.3632,394.362,0.523517,-0.0494051,0.368582,16.6086,-69.9273
2024/1/5 9:30,277.508,185.725,1.909,29.4923,489.106,0.295433,-2.38315,0.263089,11.8326,17.4253
2024/1/5 10:00,389.938,263.041,2.621,28.0438,533.324,0.260415,-4.66666,0.455798,20.4818,111.081
2024/1/5 10:30,609.41,390.973,2.195,30.4522,495.927,0.245,1.15495,0.463812,20.8526,93.1496
2024/1/5 11:00,396.266,239.888,1.347,33.2894,443.46,0.311193,-0.663114,0.104711,4.71212,44.0925
2024/1/5 11:30,634.533,380.277,1.727,31.8454,473.757,0.25196,-0.935277,0.132218,5.94642,52.8544
2024/1/5 12:00,663.678,390.241,2.396,30.4565,505.347,0.218397,-0.51947,0.129768,5.83282,53.5419
2024/1/5 12:30,691.534,416.202,2.514,30.018,519.291,0.242032,-1.06593,0.131174,5.89434,61.0688
2024/1/5 13:00,699.574,414.451,2.994,28.4719,550.659,0.290787,-0.745178,0.131985,5.92786,56.0983
2024/1/5 13:30,667.741,385.588,3.414,27.4057,567.932,0.242767,-0.785614,0.143037,6.42286,50.4974
2024/1/5 14:00,621.725,372.145,3.914,26.2569,591.027,0.353076,-2.86727,0.271686,12.1957,98.3164
2024/1/5 14:30,558.227,331.056,4.365,24.0743,631.146,0.245956,-7.06194,0.148196,6.64906,95.5561
2024/1/5 15:00,466.622,272.865,4.944,24.9102,619.842,0.242053,-2.57506,0.182309,8.18035,82.5063
2024/1/5 15:30,354.177,203.975,5.263,24.8971,629.74,0.243011,-1.01465,0.218594,9.80644,59.8378
2024/1/5 16:00,226.812,126.671,4.94,28.1743,590.43,0.243025,-0.227406,0.0845295,3.79313,30.4625
2024/1/5 16:30,113.406,60.4872,4.443,31.7616,540.587,0.209416,0.977096,0.0610493,2.74086,19.809
2024/1/5 17:00,31.0154,16.1745,3.341,36.9057,454.168,0.25933,0.925702,-0.0293279,-1.3184,64.8375
2024/1/5 17:30,3.09625,1.8155,1.486,43.3661,356.492,0.255272,-0.0101348,-0.103103,-4.64306,8.38723
2024/1/5 18:00,0.0384972,0.954642,0.736,45.5686,324.781,0.074296,0.148365,0.0119528,0.538649,-0.395557
2024/1/5 18:30,0.0186499,0.944889,0.71,44.2675,331.082,0.220087,2.79787,0.260424,11.7366,-35.4663
2024/1/5 19:00,0.0223018,0.93678,0.884,39.577,365.014,0.216542,0.255305,-0.106559,-4.80129,-1.65237
